Order ID,Customer ID,Platform,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,OrderDate
ORD001512,CUST4533,JioMart,36,Beverages,511,"Horrible experience, never ordering again.",1,No,Yes,2/21/2019
ORD001513,CUST3449,JioMart,38,Grocery,887,"Very late delivery, not happy.",2,No,Yes,2/22/2019
ORD001514,CUST9991,Blinkit,10,Personal Care,1749,Quick and reliable!,5,No,No,2/23/2019
ORD001515,CUST9647,Blinkit,13,Grocery,432,Good quality products.,4,No,No,2/24/2019
ORD001516,CUST7934,JioMart,23,Beverages,909,Very satisfied with the service.,5,No,No,2/25/2019
ORD001517,CUST2821,Blinkit,12,Fruits & Vegetables,682,"Very late delivery, not happy.",2,No,Yes,2/26/2019
ORD001518,CUST5720,Swiggy Instamart,25,Grocery,611,"Fast delivery, great service!",5,No,No,2/27/2019
ORD001519,CUST4893,Swiggy Instamart,38,Personal Care,1633,Packaging could be better.,3,No,No,2/28/2019
ORD001520,CUST5934,Blinkit,14,Fruits & Vegetables,612,Very satisfied with the service.,5,No,No,3/1/2019
ORD001521,CUST2996,Swiggy Instamart,50,Snacks,355,"Easy to order, loved it!",5,Yes,No,3/2/2019
ORD001522,CUST1782,Blinkit,27,Fruits & Vegetables,249,Good quality products.,4,No,No,3/3/2019
ORD001523,CUST4906,JioMart,33,Fruits & Vegetables,405,Quick and reliable!,5,No,No,3/4/2019
ORD001524,CUST7878,JioMart,19,Fruits & Vegetables,585,"Very late delivery, not happy.",2,No,Yes,3/5/2019
ORD001525,CUST8489,Swiggy Instamart,40,Grocery,224,"Fast delivery, great service!",5,No,No,3/6/2019
ORD001526,CUST2029,Blinkit,32,Snacks,271,Wrong item delivered.,1,No,Yes,3/7/2019
ORD001527,CUST2816,Blinkit,32,Beverages,806,Wrong item delivered.,1,No,Yes,3/8/2019
ORD001528,CUST9189,Swiggy Instamart,33,Fruits & Vegetables,70,Items missing from order.,2,No,Yes,3/9/2019
ORD001529,CUST9782,JioMart,17,Grocery,805,Quick and reliable!,5,No,No,3/10/2019
ORD001530,CUST1269,Swiggy Instamart,34,Dairy,221,Packaging could be better.,3,No,No,3/11/2019
ORD001531,CUST9443,JioMart,37,Snacks,94,"Easy to order, loved it!",5,No,No,3/12/2019
ORD001532,CUST4963,Blinkit,14,Dairy,792,Delivery person was rude.,2,No,Yes,3/13/2019
ORD001533,CUST3352,JioMart,27,Personal Care,177,Wrong item delivered.,1,No,Yes,3/14/2019
ORD001534,CUST5772,Swiggy Instamart,26,Personal Care,778,Quick and reliable!,5,No,No,3/15/2019
ORD001535,CUST8032,Blinkit,30,Personal Care,686,Wrong item delivered.,1,No,Yes,3/16/2019
ORD001536,CUST1025,Swiggy Instamart,37,Beverages,993,"Fast delivery, great service!",5,No,No,3/17/2019
ORD001537,CUST6780,Swiggy Instamart,38,Dairy,293,Wrong item delivered.,1,No,Yes,3/18/2019
ORD001538,CUST4941,JioMart,29,Dairy,719,Delivery person was rude.,2,No,Yes,3/19/2019
ORD001539,CUST7825,Swiggy Instamart,39,Fruits & Vegetables,548,Delivery person was rude.,2,No,Yes,3/20/2019
ORD001540,CUST4068,JioMart,16,Personal Care,1731,"Fast delivery, great service!",5,No,No,3/21/2019
ORD001541,CUST2402,Blinkit,32,Fruits & Vegetables,497,Quick and reliable!,5,No,No,3/22/2019
ORD001542,CUST9576,JioMart,9,Fruits & Vegetables,207,"Fast delivery, great service!",5,No,No,3/23/2019
ORD001543,CUST6908,Blinkit,25,Grocery,691,Good quality products.,4,No,No,3/24/2019
ORD001544,CUST2108,JioMart,34,Beverages,455,Excellent experience!,5,No,No,3/25/2019
ORD001545,CUST9618,Swiggy Instamart,37,Personal Care,1287,"Horrible experience, never ordering again.",1,No,Yes,3/26/2019
ORD001546,CUST9914,JioMart,32,Snacks,377,"Horrible experience, never ordering again.",1,No,Yes,3/27/2019
ORD001547,CUST9312,JioMart,45,Snacks,95,"Very late delivery, not happy.",2,Yes,Yes,3/28/2019
ORD001548,CUST9316,Blinkit,31,Fruits & Vegetables,106,Wrong item delivered.,1,No,Yes,3/29/2019
ORD001549,CUST1333,Swiggy Instamart,12,Fruits & Vegetables,613,"Very late delivery, not happy.",2,No,Yes,3/30/2019
ORD001550,CUST7397,JioMart,7,Personal Care,849,Wrong item delivered.,1,No,Yes,3/31/2019
ORD001551,CUST8702,Swiggy Instamart,20,Grocery,1485,Excellent experience!,5,No,No,4/1/2019
ORD001552,CUST1713,JioMart,20,Grocery,1148,Very satisfied with the service.,5,No,No,4/2/2019
ORD001553,CUST7338,JioMart,30,Snacks,369,"Fast delivery, great service!",5,No,No,4/3/2019
ORD001554,CUST7116,Swiggy Instamart,24,Personal Care,743,Good quality products.,4,No,No,4/4/2019
ORD001555,CUST5155,JioMart,20,Beverages,698,Quick and reliable!,5,No,No,4/5/2019
ORD001556,CUST1266,Swiggy Instamart,24,Fruits & Vegetables,296,"Horrible experience, never ordering again.",1,No,Yes,4/6/2019
ORD001557,CUST6850,JioMart,26,Beverages,757,"Very late delivery, not happy.",2,No,Yes,4/7/2019
ORD001558,CUST2106,Blinkit,21,Grocery,771,Very satisfied with the service.,5,No,No,4/8/2019
ORD001559,CUST6649,Swiggy Instamart,30,Dairy,113,Excellent experience!,5,No,No,4/9/2019
ORD001560,CUST4950,JioMart,39,Personal Care,871,"Fast delivery, great service!",5,No,No,4/10/2019
ORD001561,CUST2698,JioMart,23,Beverages,973,Good quality products.,4,No,No,4/11/2019
ORD001562,CUST6447,Blinkit,30,Snacks,475,"Not fresh, disappointed.",2,No,Yes,4/12/2019
ORD001563,CUST3185,Swiggy Instamart,50,Fruits & Vegetables,419,Quick and reliable!,5,Yes,No,4/13/2019
ORD001564,CUST1726,JioMart,32,Beverages,389,"Easy to order, loved it!",5,No,No,4/14/2019
ORD001565,CUST6772,Blinkit,40,Snacks,259,Quick and reliable!,5,No,No,4/15/2019
ORD001566,CUST9945,JioMart,25,Beverages,386,Delivery person was rude.,2,No,Yes,4/16/2019
ORD001567,CUST6546,Swiggy Instamart,41,Fruits & Vegetables,71,Good quality products.,4,Yes,No,4/17/2019
ORD001568,CUST3868,JioMart,21,Beverages,111,"Very late delivery, not happy.",2,No,Yes,4/18/2019
ORD001569,CUST8612,JioMart,36,Fruits & Vegetables,406,Excellent experience!,5,No,No,4/19/2019
ORD001570,CUST8840,JioMart,40,Snacks,320,"Horrible experience, never ordering again.",1,No,Yes,4/20/2019
ORD001571,CUST3986,JioMart,45,Fruits & Vegetables,446,Delivery person was rude.,2,Yes,Yes,4/21/2019
ORD001572,CUST3209,Blinkit,31,Grocery,1446,Very satisfied with the service.,5,No,No,4/22/2019
ORD001573,CUST2033,Blinkit,27,Fruits & Vegetables,687,"Fast delivery, great service!",5,No,No,4/23/2019
ORD001574,CUST8498,Swiggy Instamart,16,Beverages,831,"Horrible experience, never ordering again.",1,No,Yes,4/24/2019
ORD001575,CUST1605,Blinkit,29,Snacks,132,"Not fresh, disappointed.",2,No,Yes,4/25/2019
ORD001576,CUST5807,Blinkit,38,Beverages,922,"Easy to order, loved it!",5,No,No,4/26/2019
ORD001577,CUST4302,Swiggy Instamart,36,Fruits & Vegetables,136,"Horrible experience, never ordering again.",1,No,Yes,4/27/2019
ORD001578,CUST1717,Blinkit,29,Fruits & Vegetables,500,"Very late delivery, not happy.",2,No,Yes,4/28/2019
ORD001579,CUST4268,Blinkit,33,Personal Care,1613,"Not fresh, disappointed.",2,No,Yes,4/29/2019
ORD001580,CUST1686,Swiggy Instamart,46,Beverages,891,Wrong item delivered.,1,Yes,Yes,4/30/2019
ORD001581,CUST6170,Swiggy Instamart,36,Snacks,125,"Very late delivery, not happy.",2,No,Yes,5/1/2019
ORD001582,CUST6080,Swiggy Instamart,27,Grocery,413,Delivery person was rude.,2,No,Yes,5/2/2019
ORD001583,CUST9444,JioMart,29,Personal Care,548,Quick and reliable!,5,No,No,5/3/2019
ORD001584,CUST7524,JioMart,36,Beverages,330,"Fast delivery, great service!",5,No,No,5/4/2019
ORD001585,CUST9897,Swiggy Instamart,35,Snacks,301,"Easy to order, loved it!",5,No,No,5/5/2019
ORD001586,CUST8756,Swiggy Instamart,52,Beverages,402,Items missing from order.,2,Yes,Yes,5/6/2019
ORD001587,CUST5150,Swiggy Instamart,46,Personal Care,1176,"Easy to order, loved it!",5,Yes,No,5/7/2019
ORD001588,CUST1599,JioMart,19,Fruits & Vegetables,435,Very satisfied with the service.,5,No,No,5/8/2019
ORD001589,CUST4131,JioMart,23,Personal Care,786,Delivery person was rude.,2,No,Yes,5/9/2019
ORD001590,CUST5687,Blinkit,42,Beverages,812,"Fast delivery, great service!",5,Yes,No,5/10/2019
ORD001591,CUST6848,Blinkit,22,Beverages,484,Wrong item delivered.,1,No,Yes,5/11/2019
ORD001592,CUST1783,Swiggy Instamart,31,Dairy,792,"Fast delivery, great service!",5,No,No,5/12/2019
ORD001593,CUST6438,JioMart,46,Dairy,277,Good quality products.,4,Yes,No,5/13/2019
ORD001594,CUST5476,JioMart,33,Personal Care,1792,Wrong item delivered.,1,No,Yes,5/14/2019
ORD001595,CUST3039,JioMart,39,Fruits & Vegetables,178,Packaging could be better.,3,No,No,5/15/2019
ORD001596,CUST7029,Swiggy Instamart,32,Snacks,135,"Fast delivery, great service!",5,No,No,5/16/2019
ORD001597,CUST8159,Blinkit,29,Dairy,257,Delivery person was rude.,2,No,Yes,5/17/2019
ORD001598,CUST7553,Swiggy Instamart,11,Personal Care,1177,Very satisfied with the service.,5,No,No,5/18/2019
ORD001599,CUST8204,Blinkit,32,Personal Care,1941,Packaging could be better.,3,No,No,5/19/2019
ORD001600,CUST7334,Blinkit,24,Grocery,685,Items missing from order.,2,No,Yes,5/20/2019
ORD001601,CUST6554,Swiggy Instamart,43,Fruits & Vegetables,218,Packaging could be better.,3,Yes,No,5/21/2019
ORD001602,CUST4060,Blinkit,5,Grocery,1072,Wrong item delivered.,1,No,Yes,5/22/2019
ORD001603,CUST9129,Blinkit,24,Dairy,358,"Fast delivery, great service!",5,No,No,5/23/2019
ORD001604,CUST9151,JioMart,43,Beverages,508,"Fast delivery, great service!",5,Yes,No,5/24/2019
ORD001605,CUST7018,Blinkit,49,Fruits & Vegetables,387,Packaging could be better.,3,Yes,No,5/25/2019
ORD001606,CUST9507,Swiggy Instamart,41,Fruits & Vegetables,146,Delivery person was rude.,2,Yes,Yes,5/26/2019
ORD001607,CUST5369,Swiggy Instamart,36,Fruits & Vegetables,670,"Not fresh, disappointed.",2,No,Yes,5/27/2019
ORD001608,CUST2353,Blinkit,12,Beverages,558,Wrong item delivered.,1,No,Yes,5/28/2019
ORD001609,CUST7955,JioMart,19,Beverages,686,"Very late delivery, not happy.",2,No,Yes,5/29/2019
ORD001610,CUST2293,JioMart,39,Personal Care,923,"Horrible experience, never ordering again.",1,No,Yes,5/30/2019
ORD001611,CUST8055,Blinkit,17,Beverages,263,Very satisfied with the service.,5,No,No,5/31/2019
ORD001612,CUST3956,Blinkit,27,Snacks,159,Wrong item delivered.,1,No,Yes,6/1/2019
ORD001613,CUST9937,Swiggy Instamart,26,Grocery,988,Excellent experience!,5,No,No,6/2/2019
ORD001614,CUST5813,Blinkit,34,Personal Care,1881,Items missing from order.,2,No,Yes,6/3/2019
ORD001615,CUST6262,JioMart,36,Fruits & Vegetables,513,"Fast delivery, great service!",5,No,No,6/4/2019
ORD001616,CUST2680,Blinkit,5,Snacks,464,"Very late delivery, not happy.",2,No,Yes,6/5/2019
ORD001617,CUST2311,Swiggy Instamart,32,Beverages,325,Items missing from order.,2,No,Yes,6/6/2019
ORD001618,CUST6372,Swiggy Instamart,23,Grocery,1049,Quick and reliable!,5,No,No,6/7/2019
ORD001619,CUST5843,Swiggy Instamart,35,Fruits & Vegetables,264,Excellent experience!,5,No,No,6/8/2019
ORD001620,CUST6021,Swiggy Instamart,12,Snacks,250,Delivery person was rude.,2,No,Yes,6/9/2019
ORD001621,CUST8305,Swiggy Instamart,40,Snacks,101,"Very late delivery, not happy.",2,No,Yes,6/10/2019
ORD001622,CUST7981,Blinkit,22,Grocery,600,Very satisfied with the service.,5,No,No,6/11/2019
ORD001623,CUST3730,Blinkit,26,Grocery,1252,"Fast delivery, great service!",5,No,No,6/12/2019
ORD001624,CUST8272,Blinkit,46,Personal Care,1530,Items missing from order.,2,Yes,Yes,6/13/2019
ORD001625,CUST6759,Blinkit,28,Grocery,1377,Quick and reliable!,5,No,No,6/14/2019
ORD001626,CUST8325,Swiggy Instamart,39,Fruits & Vegetables,105,"Fast delivery, great service!",5,No,No,6/15/2019
ORD001627,CUST1693,JioMart,29,Personal Care,1036,Very satisfied with the service.,5,No,No,6/16/2019
ORD001628,CUST6776,Blinkit,46,Personal Care,1001,Delivery person was rude.,2,Yes,Yes,6/17/2019
ORD001629,CUST8126,JioMart,33,Grocery,1355,"Fast delivery, great service!",5,No,No,6/18/2019
ORD001630,CUST5498,Blinkit,35,Personal Care,1289,Items missing from order.,2,No,Yes,6/19/2019
ORD001631,CUST1939,Blinkit,31,Personal Care,1770,"Very late delivery, not happy.",2,No,Yes,6/20/2019
ORD001632,CUST2229,JioMart,27,Dairy,591,"Easy to order, loved it!",5,No,No,6/21/2019
ORD001633,CUST7655,Swiggy Instamart,38,Snacks,91,Quick and reliable!,5,No,No,6/22/2019
ORD001634,CUST6952,Blinkit,22,Fruits & Vegetables,216,"Horrible experience, never ordering again.",1,No,Yes,6/23/2019
ORD001635,CUST9406,Blinkit,37,Grocery,265,Delivery person was rude.,2,No,Yes,6/24/2019
ORD001636,CUST3621,Blinkit,39,Snacks,85,"Very late delivery, not happy.",2,No,Yes,6/25/2019
ORD001637,CUST1510,JioMart,35,Grocery,1232,Quick and reliable!,5,No,No,6/26/2019
ORD001638,CUST3339,Swiggy Instamart,20,Personal Care,1183,Quick and reliable!,5,No,No,6/27/2019
ORD001639,CUST8179,JioMart,34,Grocery,233,Wrong item delivered.,1,No,Yes,6/28/2019
ORD001640,CUST1570,JioMart,40,Snacks,403,Good quality products.,4,No,No,6/29/2019
ORD001641,CUST3068,Swiggy Instamart,17,Dairy,207,Very satisfied with the service.,5,No,No,6/30/2019
ORD001642,CUST2101,JioMart,14,Fruits & Vegetables,432,"Not fresh, disappointed.",2,No,Yes,7/1/2019
ORD001643,CUST4866,Swiggy Instamart,38,Snacks,484,Wrong item delivered.,1,No,Yes,7/2/2019
ORD001644,CUST7001,Blinkit,23,Personal Care,1539,Excellent experience!,5,No,No,7/3/2019
ORD001645,CUST6933,Swiggy Instamart,37,Fruits & Vegetables,643,"Horrible experience, never ordering again.",1,No,Yes,7/4/2019
ORD001646,CUST7272,Blinkit,47,Beverages,364,"Horrible experience, never ordering again.",1,Yes,Yes,7/5/2019
ORD001647,CUST1530,JioMart,15,Snacks,294,"Very late delivery, not happy.",2,No,Yes,7/6/2019
ORD001648,CUST3513,JioMart,14,Dairy,333,Packaging could be better.,3,No,No,7/7/2019
ORD001649,CUST8371,Blinkit,38,Snacks,107,Excellent experience!,5,No,No,7/8/2019
ORD001650,CUST7077,JioMart,43,Grocery,437,Delivery person was rude.,2,Yes,Yes,7/9/2019
ORD001651,CUST7095,Swiggy Instamart,47,Fruits & Vegetables,346,Items missing from order.,2,Yes,Yes,7/10/2019
ORD001652,CUST8273,Blinkit,38,Personal Care,1248,Delivery person was rude.,2,No,Yes,7/11/2019
ORD001653,CUST2259,JioMart,28,Personal Care,810,"Fast delivery, great service!",5,No,No,7/12/2019
ORD001654,CUST3255,Blinkit,30,Fruits & Vegetables,294,"Easy to order, loved it!",5,No,No,7/13/2019
ORD001655,CUST9674,Swiggy Instamart,33,Beverages,849,"Easy to order, loved it!",5,No,No,7/14/2019
ORD001656,CUST7012,Swiggy Instamart,46,Beverages,458,Excellent experience!,5,Yes,No,7/15/2019
ORD001657,CUST7521,JioMart,32,Snacks,434,Excellent experience!,5,No,No,7/16/2019
ORD001658,CUST6150,Swiggy Instamart,23,Grocery,568,Excellent experience!,5,No,No,7/17/2019
ORD001659,CUST5566,Blinkit,32,Snacks,335,"Fast delivery, great service!",5,No,No,7/18/2019
ORD001660,CUST5089,Swiggy Instamart,14,Snacks,385,Very satisfied with the service.,5,No,No,7/19/2019
ORD001661,CUST2858,Blinkit,24,Beverages,122,Good quality products.,4,No,No,7/20/2019
ORD001662,CUST1424,Blinkit,26,Dairy,639,Delivery person was rude.,2,No,Yes,7/21/2019
ORD001663,CUST4048,Swiggy Instamart,26,Beverages,867,Delivery person was rude.,2,No,Yes,7/22/2019
ORD001664,CUST9176,JioMart,14,Fruits & Vegetables,533,Excellent experience!,5,No,No,7/23/2019
ORD001665,CUST9482,Swiggy Instamart,18,Grocery,1306,Packaging could be better.,3,No,No,7/24/2019
ORD001666,CUST7340,Blinkit,29,Grocery,270,Items missing from order.,2,No,Yes,7/25/2019
ORD001667,CUST2929,Blinkit,38,Personal Care,468,Very satisfied with the service.,5,No,No,7/26/2019
ORD001668,CUST5288,Swiggy Instamart,25,Dairy,515,Wrong item delivered.,1,No,Yes,7/27/2019
ORD001669,CUST5264,JioMart,30,Snacks,78,Very satisfied with the service.,5,No,No,7/28/2019
ORD001670,CUST8311,JioMart,38,Fruits & Vegetables,411,Very satisfied with the service.,5,No,No,7/29/2019
ORD001671,CUST4515,Blinkit,56,Fruits & Vegetables,224,Good quality products.,4,Yes,No,7/30/2019
ORD001672,CUST5678,Blinkit,26,Dairy,205,Delivery person was rude.,2,No,Yes,7/31/2019
ORD001673,CUST9047,JioMart,21,Dairy,784,"Horrible experience, never ordering again.",1,No,Yes,8/1/2019
ORD001674,CUST4279,Swiggy Instamart,37,Grocery,1178,"Horrible experience, never ordering again.",1,No,Yes,8/2/2019
ORD001675,CUST3009,Blinkit,38,Personal Care,424,"Horrible experience, never ordering again.",1,No,Yes,8/3/2019
ORD001676,CUST3223,Blinkit,16,Dairy,410,"Not fresh, disappointed.",2,No,Yes,8/4/2019
ORD001677,CUST2213,JioMart,18,Dairy,209,"Fast delivery, great service!",5,No,No,8/5/2019
ORD001678,CUST8406,Swiggy Instamart,16,Grocery,277,Packaging could be better.,3,No,No,8/6/2019
ORD001679,CUST3828,JioMart,22,Fruits & Vegetables,223,Excellent experience!,5,No,No,8/7/2019
ORD001680,CUST8292,Swiggy Instamart,38,Personal Care,263,"Very late delivery, not happy.",2,No,Yes,8/8/2019
ORD001681,CUST2438,Swiggy Instamart,33,Beverages,197,"Not fresh, disappointed.",2,No,Yes,8/9/2019
ORD001682,CUST6236,Swiggy Instamart,31,Snacks,186,Very satisfied with the service.,5,No,No,8/10/2019
ORD001683,CUST6692,Blinkit,20,Snacks,271,Excellent experience!,5,No,No,8/11/2019
ORD001684,CUST2063,JioMart,19,Grocery,335,"Horrible experience, never ordering again.",1,No,Yes,8/12/2019
ORD001685,CUST9882,JioMart,30,Beverages,737,Packaging could be better.,3,No,No,8/13/2019
ORD001686,CUST5757,Swiggy Instamart,29,Dairy,375,"Easy to order, loved it!",5,No,No,8/14/2019
ORD001687,CUST5914,Blinkit,34,Dairy,727,Good quality products.,4,No,No,8/15/2019
ORD001688,CUST3580,Blinkit,43,Snacks,85,Wrong item delivered.,1,Yes,Yes,8/16/2019
ORD001689,CUST3852,JioMart,18,Snacks,457,"Fast delivery, great service!",5,No,No,8/17/2019
ORD001690,CUST6922,Blinkit,28,Snacks,172,"Very late delivery, not happy.",2,No,Yes,8/18/2019
ORD001691,CUST9335,Blinkit,31,Dairy,203,Delivery person was rude.,2,No,Yes,8/19/2019
ORD001692,CUST4673,Swiggy Instamart,31,Fruits & Vegetables,641,Delivery person was rude.,2,No,Yes,8/20/2019
ORD001693,CUST2988,Blinkit,30,Grocery,1371,"Easy to order, loved it!",5,No,No,8/21/2019
ORD001694,CUST4292,Swiggy Instamart,29,Fruits & Vegetables,604,"Easy to order, loved it!",5,No,No,8/22/2019
ORD001695,CUST3275,JioMart,31,Dairy,158,Quick and reliable!,5,No,No,8/23/2019
ORD001696,CUST4878,Blinkit,35,Beverages,125,Good quality products.,4,No,No,8/24/2019
ORD001697,CUST9094,JioMart,22,Grocery,1170,Delivery person was rude.,2,No,Yes,8/25/2019
ORD001698,CUST1430,JioMart,34,Snacks,481,Wrong item delivered.,1,No,Yes,8/26/2019
ORD001699,CUST6912,Blinkit,35,Snacks,369,Delivery person was rude.,2,No,Yes,8/27/2019
ORD001700,CUST7044,Blinkit,32,Personal Care,1061,Good quality products.,4,No,No,8/28/2019
ORD001701,CUST8657,JioMart,45,Grocery,503,Good quality products.,4,Yes,No,8/29/2019
ORD001702,CUST3126,Blinkit,32,Personal Care,1932,"Easy to order, loved it!",5,No,No,8/30/2019
ORD001703,CUST2412,Swiggy Instamart,33,Personal Care,1298,Delivery person was rude.,2,No,Yes,8/31/2019
ORD001704,CUST2077,Swiggy Instamart,20,Dairy,476,"Easy to order, loved it!",5,No,No,9/1/2019
ORD001705,CUST6067,Blinkit,40,Beverages,209,Delivery person was rude.,2,No,Yes,9/2/2019
ORD001706,CUST7523,JioMart,49,Dairy,685,Quick and reliable!,5,Yes,No,9/3/2019
ORD001707,CUST8842,Blinkit,31,Grocery,1160,"Horrible experience, never ordering again.",1,No,Yes,9/4/2019
ORD001708,CUST9612,Blinkit,9,Beverages,557,"Fast delivery, great service!",5,No,No,9/5/2019
ORD001709,CUST7730,JioMart,40,Fruits & Vegetables,685,"Easy to order, loved it!",5,No,No,9/6/2019
ORD001710,CUST7708,JioMart,43,Dairy,674,Delivery person was rude.,2,Yes,Yes,9/7/2019
ORD001711,CUST2208,Swiggy Instamart,32,Fruits & Vegetables,121,"Not fresh, disappointed.",2,No,Yes,9/8/2019
ORD001712,CUST3053,JioMart,24,Fruits & Vegetables,443,Excellent experience!,5,No,No,9/9/2019
ORD001713,CUST6194,Swiggy Instamart,42,Snacks,427,Items missing from order.,2,Yes,Yes,9/10/2019
ORD001714,CUST2215,JioMart,41,Snacks,382,Delivery person was rude.,2,Yes,Yes,9/11/2019
ORD001715,CUST8372,Blinkit,32,Fruits & Vegetables,441,Delivery person was rude.,2,No,Yes,9/12/2019
ORD001716,CUST8632,Swiggy Instamart,41,Fruits & Vegetables,289,Wrong item delivered.,1,Yes,Yes,9/13/2019
ORD001717,CUST9476,Swiggy Instamart,22,Fruits & Vegetables,670,"Horrible experience, never ordering again.",1,No,Yes,9/14/2019
ORD001718,CUST6644,Swiggy Instamart,42,Personal Care,1006,"Horrible experience, never ordering again.",1,Yes,Yes,9/15/2019
ORD001719,CUST3102,Blinkit,32,Personal Care,395,Good quality products.,4,No,No,9/16/2019
ORD001720,CUST3981,Blinkit,26,Fruits & Vegetables,619,"Horrible experience, never ordering again.",1,No,Yes,9/17/2019
ORD001721,CUST3114,Blinkit,31,Beverages,735,Very satisfied with the service.,5,No,No,9/18/2019
ORD001722,CUST8088,Blinkit,38,Fruits & Vegetables,664,Packaging could be better.,3,No,No,9/19/2019
ORD001723,CUST9238,Blinkit,33,Snacks,318,"Very late delivery, not happy.",2,No,Yes,9/20/2019
ORD001724,CUST1907,Swiggy Instamart,48,Fruits & Vegetables,398,Excellent experience!,5,Yes,No,9/21/2019
ORD001725,CUST3034,Blinkit,42,Fruits & Vegetables,662,Delivery person was rude.,2,Yes,Yes,9/22/2019
